Job title,Job location,Department,Offered salary,Description of the company,Job description,Requirements/qualifications,Offered benefits,"Full-time, part-time, etc.",Experience required,Sector,Job function,fraudulent
Real Job Title 1627,Remote,Operations,$3000/month,This is a reputable company profile for job 1627.,This is a genuine job description for position 1627.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 426,"New York, NY",HR,$5000/month,This is a fake company profile for job 426.,This is a suspicious job description for position 426.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1054,"New York, NY",HR,$5000/month,This is a fake company profile for job 1054.,This is a suspicious job description for position 1054.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1008,"New York, NY",HR,$5000/month,This is a fake company profile for job 1008.,This is a suspicious job description for position 1008.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 600,"New York, NY",HR,$3000/month,This is a reputable company profile for job 600.,This is a genuine job description for position 600.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1748,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1748.,This is a genuine job description for position 1748.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 352,"New York, NY",HR,$5000/month,This is a fake company profile for job 352.,This is a suspicious job description for position 352.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1430,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1430.,This is a genuine job description for position 1430.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1115,Remote,Operations,$3000/month,This is a reputable company profile for job 1115.,This is a genuine job description for position 1115.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 643,Remote,Operations,$3000/month,This is a reputable company profile for job 643.,This is a genuine job description for position 643.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 403,Remote,Operations,$3000/month,This is a reputable company profile for job 403.,This is a genuine job description for position 403.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 491,Remote,Operations,$3000/month,This is a reputable company profile for job 491.,This is a genuine job description for position 491.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 500,"New York, NY",HR,$5000/month,This is a fake company profile for job 500.,This is a suspicious job description for position 500.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1004,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1004.,This is a genuine job description for position 1004.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 115,Remote,Operations,$5000/month,This is a fake company profile for job 115.,This is a suspicious job description for position 115.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1485,Remote,Operations,$5000/month,This is a fake company profile for job 1485.,This is a suspicious job description for position 1485.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1879,Remote,Operations,$3000/month,This is a reputable company profile for job 1879.,This is a genuine job description for position 1879.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 474,"New York, NY",HR,$5000/month,This is a fake company profile for job 474.,This is a suspicious job description for position 474.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 271,Remote,Operations,$3000/month,This is a reputable company profile for job 271.,This is a genuine job description for position 271.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 342,"New York, NY",HR,$5000/month,This is a fake company profile for job 342.,This is a suspicious job description for position 342.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1059,Remote,Operations,$5000/month,This is a fake company profile for job 1059.,This is a suspicious job description for position 1059.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1199,Remote,Operations,$5000/month,This is a fake company profile for job 1199.,This is a suspicious job description for position 1199.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1045,Remote,Operations,$3000/month,This is a reputable company profile for job 1045.,This is a genuine job description for position 1045.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1498,"New York, NY",HR,$5000/month,This is a fake company profile for job 1498.,This is a suspicious job description for position 1498.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 794,"New York, NY",HR,$5000/month,This is a fake company profile for job 794.,This is a suspicious job description for position 794.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 393,Remote,Operations,$5000/month,This is a fake company profile for job 393.,This is a suspicious job description for position 393.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1471,Remote,Operations,$5000/month,This is a fake company profile for job 1471.,This is a suspicious job description for position 1471.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1838,"New York, NY",HR,$5000/month,This is a fake company profile for job 1838.,This is a suspicious job description for position 1838.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 359,Remote,Operations,$5000/month,This is a fake company profile for job 359.,This is a suspicious job description for position 359.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 335,Remote,Operations,$5000/month,This is a fake company profile for job 335.,This is a suspicious job description for position 335.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 18,"New York, NY",HR,$3000/month,This is a reputable company profile for job 18.,This is a genuine job description for position 18.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1655,Remote,Operations,$5000/month,This is a fake company profile for job 1655.,This is a suspicious job description for position 1655.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1211,Remote,Operations,$3000/month,This is a reputable company profile for job 1211.,This is a genuine job description for position 1211.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 118,"New York, NY",HR,$5000/month,This is a fake company profile for job 118.,This is a suspicious job description for position 118.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 230,"New York, NY",HR,$3000/month,This is a reputable company profile for job 230.,This is a genuine job description for position 230.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1118,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1118.,This is a genuine job description for position 1118.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1293,Remote,Operations,$3000/month,This is a reputable company profile for job 1293.,This is a genuine job description for position 1293.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
